frame.time_epoch,packet_size,ip.src,ip.dst,request_rate,_ws.col.Protocol,tcp.dstport,udp.dstport,label
1730927754.38009,994,192.168.0.133,192.168.0.216,58,ICMP,50453.0,56020.0,Normal
1730927764.2481384,889,192.168.0.225,192.168.0.253,56,ICMP,6993.0,24207.0,Normal
1730927764.3889437,836,192.168.0.229,192.168.0.91,63,ICMP,12330.0,14126.0,Port_Scan
1730927774.2531457,1486,192.168.0.176,192.168.0.15,34,ICMP,58966.0,42918.0,Normal
1730927774.3972316,513,192.168.0.164,192.168.0.245,70,UDP,23400.0,26134.0,Port_Scan
1730927784.2566953,1066,192.168.0.4,192.168.0.30,78,ICMP,62574.0,23446.0,Normal
1730927784.413107,635,192.168.0.119,192.168.0.209,96,UDP,13023.0,62215.0,DDOS
1731070437.812822,1066,192.168.0.146,192.168.0.219,55,TCP,36602.0,3528.0,Normal
1731070447.835085,1367,192.168.0.51,192.168.0.98,87,TCP,43830.0,33391.0,Port_Scan
1731070453.0965388,684,192.168.0.140,192.168.0.61,8,UDP,44573.0,63600.0,Normal
1731070457.8449135,1411,192.168.0.231,192.168.0.38,10,TCP,56441.0,4460.0,Normal
1731070463.111938,812,192.168.0.33,192.168.0.116,15,ICMP,38681.0,36375.0,Port_Scan
1731070467.849054,1221,192.168.0.71,192.168.0.185,94,UDP,60254.0,58202.0,DDOS
1731070473.118745,675,192.168.0.40,192.168.0.49,30,UDP,19573.0,5383.0,DDOS
1731070477.8518412,1486,192.168.0.186,192.168.0.217,33,ICMP,15209.0,28902.0,Normal
1731070483.1276078,986,192.168.0.24,192.168.0.110,31,TCP,12346.0,84.0,Normal
1731070487.8616517,1483,192.168.0.110,192.168.0.106,36,TCP,20359.0,64490.0,Port_Scan
1731070493.1406498,1006,192.168.0.26,192.168.0.19,39,TCP,41997.0,18438.0,Normal
1731070497.86798,845,192.168.0.28,192.168.0.163,13,ICMP,32321.0,8417.0,Port_Scan
1731070503.143217,563,192.168.0.45,192.168.0.199,21,UDP,5915.0,21067.0,DDOS
1731070507.884345,1334,192.168.0.46,192.168.0.164,66,UDP,62167.0,47365.0,Normal
1731070513.1565645,1343,192.168.0.229,192.168.0.223,28,UDP,5686.0,54817.0,Normal
1731070517.899515,502,192.168.0.90,192.168.0.145,41,ICMP,44901.0,28396.0,Normal
1731070523.1678286,1116,192.168.0.146,192.168.0.159,66,ICMP,60522.0,1085.0,Port_Scan
1731070527.914976,1155,192.168.0.166,192.168.0.66,61,UDP,4946.0,44341.0,Normal
1731070533.1796827,1038,192.168.0.5,192.168.0.36,85,ICMP,26740.0,30557.0,Port_Scan
1731070537.9248672,943,192.168.0.52,192.168.0.66,53,ICMP,59084.0,1244.0,DDOS
1731070543.1937468,1403,192.168.0.224,192.168.0.64,97,ICMP,20397.0,64251.0,DDOS
1731070547.935669,1274,192.168.0.203,192.168.0.68,69,UDP,32821.0,40751.0,DDOS
1731070553.2100484,1266,192.168.0.234,192.168.0.53,72,TCP,60171.0,54292.0,Normal
1731070557.9415507,1098,192.168.0.114,192.168.0.18,86,ICMP,11498.0,13627.0,Normal
1731070563.2244253,1349,192.168.0.201,192.168.0.5,12,UDP,41418.0,25013.0,DDOS
1731070567.9476442,1154,192.168.0.119,192.168.0.174,69,ICMP,3588.0,13092.0,Normal
1731070573.2382803,1001,192.168.0.22,192.168.0.171,43,ICMP,12719.0,31631.0,Port_Scan
1731070577.958814,636,192.168.0.21,192.168.0.126,52,UDP,31180.0,39250.0,DDOS
1731070583.2538168,687,192.168.0.170,192.168.0.76,46,TCP,3532.0,24298.0,Port_Scan
1731070587.9695742,963,192.168.0.239,192.168.0.39,2,UDP,21750.0,57571.0,DDOS
1731070593.2646074,664,192.168.0.213,192.168.0.179,18,TCP,1987.0,24007.0,Port_Scan
1731070597.9717994,507,192.168.0.73,192.168.0.8,64,TCP,50918.0,19265.0,Normal
1731070603.2808182,1106,192.168.0.248,192.168.0.118,13,UDP,22971.0,21357.0,Normal
1731070607.983517,1006,192.168.0.98,192.168.0.150,12,ICMP,35823.0,10116.0,Normal
1731070613.28748,795,192.168.0.87,192.168.0.79,72,UDP,34202.0,34619.0,Normal
1731070617.992057,977,192.168.0.182,192.168.0.116,53,TCP,54333.0,5651.0,Port_Scan
1731070623.2895896,725,192.168.0.144,192.168.0.61,91,UDP,22243.0,33703.0,Normal
1731070628.0048528,861,192.168.0.148,192.168.0.151,45,ICMP,33012.0,58049.0,DDOS
1731070633.2925596,1334,192.168.0.238,192.168.0.202,97,UDP,48238.0,3094.0,Normal
1731070638.022427,1131,192.168.0.126,192.168.0.202,73,ICMP,49679.0,24768.0,DDOS
1731070643.3025658,1473,192.168.0.79,192.168.0.92,52,ICMP,20891.0,39483.0,Port_Scan
1731070648.033444,1313,192.168.0.27,192.168.0.83,91,TCP,10942.0,49164.0,DDOS
1731070653.313459,569,192.168.0.111,192.168.0.78,58,ICMP,51677.0,41166.0,Port_Scan
1731070658.0427494,1181,192.168.0.30,192.168.0.77,36,TCP,19694.0,26814.0,DDOS
1731070663.3195095,1393,192.168.0.88,192.168.0.135,14,UDP,64595.0,583.0,Normal
1731070668.0547593,727,192.168.0.96,192.168.0.18,8,UDP,10835.0,63862.0,DDOS
1731070673.326758,1326,192.168.0.125,192.168.0.176,19,ICMP,15092.0,58443.0,DDOS
1731070678.060698,916,192.168.0.166,192.168.0.45,53,UDP,40609.0,15555.0,Port_Scan
1731070683.3446617,726,192.168.0.49,192.168.0.25,54,TCP,18052.0,54467.0,Port_Scan
1731070688.0728924,948,192.168.0.123,192.168.0.119,99,UDP,54925.0,23830.0,Normal
1731070693.353565,1393,192.168.0.137,192.168.0.228,69,UDP,53611.0,19134.0,DDOS
1731070698.078809,973,192.168.0.72,192.168.0.197,85,TCP,50825.0,21491.0,DDOS
1731070703.3579588,552,192.168.0.161,192.168.0.181,5,UDP,41680.0,7345.0,Normal
1731070708.0906155,1239,192.168.0.225,192.168.0.242,51,ICMP,52259.0,14410.0,DDOS
1731070713.3696368,625,192.168.0.45,192.168.0.125,72,TCP,12133.0,63815.0,Normal
1731070718.105639,771,192.168.0.20,192.168.0.105,59,ICMP,21083.0,42687.0,Port_Scan
1731070723.376819,1261,192.168.0.194,192.168.0.217,23,UDP,12234.0,31306.0,Port_Scan
1731070728.1178043,942,192.168.0.232,192.168.0.243,32,TCP,24497.0,18309.0,Port_Scan
1731070733.3898585,546,192.168.0.231,192.168.0.234,75,TCP,50418.0,47830.0,Port_Scan
1731070738.1226282,750,192.168.0.177,192.168.0.44,2,TCP,2464.0,33204.0,Port_Scan
1731070743.403012,814,192.168.0.155,192.168.0.105,87,TCP,30856.0,22472.0,Port_Scan
1731070748.1363857,1365,192.168.0.247,192.168.0.254,95,UDP,47509.0,38598.0,Normal
1731070753.408438,1094,192.168.0.154,192.168.0.22,35,ICMP,8680.0,4149.0,Normal
1731070758.1467493,1129,192.168.0.29,192.168.0.187,24,TCP,35969.0,3997.0,Port_Scan
1731070763.4218974,583,192.168.0.50,192.168.0.153,89,UDP,24322.0,41297.0,Normal
1731070768.154699,707,192.168.0.226,192.168.0.20,3,TCP,31728.0,15276.0,DDOS
1731070773.4286509,807,192.168.0.193,192.168.0.183,12,TCP,43552.0,61315.0,DDOS
1731070778.16569,1226,192.168.0.2,192.168.0.37,35,UDP,30293.0,13616.0,Port_Scan
1731070783.436344,544,192.168.0.233,192.168.0.45,62,TCP,45612.0,63920.0,Port_Scan
1731070788.1696367,1080,192.168.0.159,192.168.0.193,29,TCP,53776.0,58276.0,Port_Scan
1731070793.4416285,1219,192.168.0.241,192.168.0.175,31,UDP,34049.0,34129.0,Normal
1731070798.1733682,870,192.168.0.52,192.168.0.86,70,UDP,59915.0,1572.0,DDOS
1731070803.4565012,1005,192.168.0.223,192.168.0.118,93,UDP,32339.0,15003.0,Port_Scan
1731070808.1894026,637,192.168.0.196,192.168.0.13,95,TCP,21631.0,12703.0,Port_Scan
1731070813.472402,622,192.168.0.84,192.168.0.241,45,TCP,63599.0,22303.0,DDOS
1731070818.1918378,1022,192.168.0.90,192.168.0.162,94,UDP,1795.0,27684.0,Normal
1731070823.4874227,1274,192.168.0.241,192.168.0.212,16,TCP,52564.0,50000.0,Normal
1731070828.194841,1297,192.168.0.218,192.168.0.79,81,UDP,52225.0,13712.0,Normal
1731070833.4989817,1470,192.168.0.192,192.168.0.108,94,UDP,23979.0,45238.0,Port_Scan
1731070838.2006216,1330,192.168.0.178,192.168.0.117,40,TCP,51504.0,19546.0,DDOS
1731070843.515427,1481,192.168.0.240,192.168.0.146,53,UDP,62341.0,498.0,DDOS
1731070848.211577,803,192.168.0.57,192.168.0.153,26,ICMP,40792.0,54484.0,DDOS
1731070853.5201063,508,192.168.0.151,192.168.0.160,45,TCP,63216.0,64730.0,DDOS
1731070858.225344,778,192.168.0.114,192.168.0.89,61,TCP,22647.0,19753.0,Port_Scan
1731070863.5253856,1248,192.168.0.224,192.168.0.221,37,UDP,7890.0,63218.0,Normal
1731070868.2393675,891,192.168.0.217,192.168.0.206,41,TCP,58399.0,61194.0,Normal
1731070873.5303435,713,192.168.0.151,192.168.0.115,37,UDP,59863.0,26099.0,Normal
1731070878.2456827,1430,192.168.0.124,192.168.0.236,90,UDP,55804.0,59499.0,Normal
1731070883.5455716,580,192.168.0.44,192.168.0.61,3,TCP,8107.0,52245.0,DDOS
1731070888.2575693,698,192.168.0.28,192.168.0.27,43,UDP,54603.0,58790.0,DDOS
1731070893.5524776,513,192.168.0.133,192.168.0.87,39,TCP,54398.0,30753.0,Port_Scan
1731070898.2815733,1034,192.168.0.94,192.168.0.48,4,UDP,42504.0,47332.0,DDOS
1731070903.5684812,814,192.168.0.30,192.168.0.196,44,ICMP,14195.0,41485.0,Port_Scan
1731070908.287423,1216,192.168.0.135,192.168.0.230,7,UDP,37935.0,26521.0,Normal
1731070913.5856302,1326,192.168.0.167,192.168.0.121,20,UDP,6389.0,5067.0,Port_Scan
1731070918.3014717,1085,192.168.0.89,192.168.0.115,10,ICMP,44269.0,11202.0,Port_Scan
1731070923.587329,1145,192.168.0.148,192.168.0.48,78,TCP,42806.0,54764.0,DDOS
1731070928.3115664,854,192.168.0.126,192.168.0.208,3,UDP,11832.0,24699.0,Port_Scan
1731070933.602914,1225,192.168.0.213,192.168.0.207,17,ICMP,12483.0,19635.0,Port_Scan
1731070938.3222554,1445,192.168.0.238,192.168.0.231,59,TCP,60808.0,41206.0,Port_Scan
1731070943.6152377,715,192.168.0.71,192.168.0.83,52,ICMP,39576.0,9044.0,DDOS
1731070948.3294616,1265,192.168.0.157,192.168.0.250,82,TCP,8766.0,49886.0,Port_Scan
1731070953.6192422,647,192.168.0.198,192.168.0.50,96,UDP,20039.0,55827.0,DDOS
1731070958.334518,936,192.168.0.171,192.168.0.176,64,UDP,47612.0,37530.0,DDOS
1731070963.6293845,1235,192.168.0.206,192.168.0.136,52,TCP,1960.0,6713.0,Normal
1731070968.3418138,1185,192.168.0.30,192.168.0.213,15,UDP,45862.0,17570.0,Port_Scan
1731070973.632264,612,192.168.0.245,192.168.0.87,92,TCP,15893.0,16101.0,Port_Scan
1731070978.3644278,717,192.168.0.188,192.168.0.50,25,UDP,16609.0,5776.0,DDOS
1731070983.642285,962,192.168.0.19,192.168.0.25,10,UDP,61815.0,15930.0,Normal
1731070988.374819,1076,192.168.0.216,192.168.0.45,12,TCP,36960.0,61111.0,Port_Scan
1731070993.6462514,1010,192.168.0.134,192.168.0.216,98,UDP,59066.0,9699.0,Normal
1731070998.3835273,623,192.168.0.126,192.168.0.133,66,ICMP,17060.0,21126.0,DDOS
1731071003.6535056,1106,192.168.0.126,192.168.0.196,58,TCP,37580.0,32094.0,Normal
1731071008.3939643,1210,192.168.0.29,192.168.0.186,52,ICMP,40578.0,19370.0,DDOS
1731071013.664481,696,192.168.0.206,192.168.0.77,81,TCP,15953.0,3547.0,Normal
1731071018.4065087,786,192.168.0.16,192.168.0.137,62,ICMP,1891.0,63611.0,DDOS
1731071023.671082,1192,192.168.0.168,192.168.0.85,22,ICMP,47824.0,54173.0,Normal
1731071028.4193509,1163,192.168.0.185,192.168.0.77,5,ICMP,9878.0,12643.0,Normal
1731071033.6732016,625,192.168.0.161,192.168.0.91,37,TCP,46782.0,25302.0,Normal
1731071038.4271853,854,192.168.0.191,192.168.0.166,44,TCP,20632.0,45376.0,DDOS
1731071043.6895702,1382,192.168.0.28,192.168.0.31,26,TCP,23329.0,19184.0,DDOS
1731071048.4382434,556,192.168.0.124,192.168.0.224,62,TCP,49901.0,20945.0,DDOS
1731071053.7054474,859,192.168.0.101,192.168.0.188,94,TCP,49273.0,27861.0,Port_Scan
1731071058.4451404,1017,192.168.0.92,192.168.0.98,69,UDP,5947.0,3789.0,Port_Scan
1731071063.7112043,515,192.168.0.135,192.168.0.50,60,UDP,60605.0,47666.0,Normal
1731071068.461589,1208,192.168.0.90,192.168.0.1,63,UDP,5083.0,41040.0,Normal
1731071073.721327,1377,192.168.0.160,192.168.0.115,20,UDP,9984.0,37614.0,DDOS
1731071078.4713564,724,192.168.0.233,192.168.0.123,4,TCP,52532.0,25412.0,Port_Scan
1731071083.7348716,838,192.168.0.7,192.168.0.180,78,TCP,47288.0,16742.0,Normal
1731071088.4876332,1363,192.168.0.74,192.168.0.32,58,TCP,30328.0,43390.0,Port_Scan
1731071093.7455227,671,192.168.0.81,192.168.0.169,92,UDP,39547.0,11978.0,Normal
1731071098.5024242,1138,192.168.0.205,192.168.0.184,2,TCP,55026.0,51211.0,DDOS
1731071103.762133,1418,192.168.0.31,192.168.0.116,9,TCP,40278.0,422.0,Port_Scan
1731071108.5171258,796,192.168.0.34,192.168.0.226,7,UDP,57812.0,10731.0,Normal
1731071113.7781126,833,192.168.0.206,192.168.0.121,21,ICMP,956.0,9868.0,DDOS
1731071118.5336878,547,192.168.0.252,192.168.0.206,11,ICMP,47151.0,3099.0,Port_Scan
1731071123.7822723,870,192.168.0.108,192.168.0.253,44,UDP,52155.0,8112.0,Port_Scan
1731071128.5374124,1106,192.168.0.208,192.168.0.188,71,UDP,12627.0,56939.0,Normal
1731071133.791326,1110,192.168.0.184,192.168.0.31,19,UDP,15280.0,16544.0,DDOS
1731071138.5400827,685,192.168.0.219,192.168.0.53,70,ICMP,33280.0,19564.0,DDOS
1731071143.8075085,707,192.168.0.50,192.168.0.98,1,UDP,55496.0,52845.0,Port_Scan
1731071148.5472188,777,192.168.0.125,192.168.0.170,54,TCP,48400.0,53552.0,Normal
1731071153.8210917,948,192.168.0.127,192.168.0.12,71,ICMP,36357.0,9100.0,DDOS
1731071158.56086,1026,192.168.0.179,192.168.0.67,77,ICMP,58245.0,16741.0,Normal
1731071163.8366177,995,192.168.0.91,192.168.0.161,44,ICMP,14976.0,24573.0,Normal
1731071168.5774927,952,192.168.0.71,192.168.0.134,65,TCP,64406.0,6721.0,DDOS
1731071173.8523085,1291,192.168.0.66,192.168.0.173,24,TCP,32563.0,4602.0,Normal
1731071178.5904,1054,192.168.0.130,192.168.0.70,11,TCP,43482.0,64848.0,DDOS
1731071183.8631885,545,192.168.0.193,192.168.0.66,25,UDP,6146.0,14148.0,Port_Scan
1731071188.5950613,534,192.168.0.105,192.168.0.85,45,ICMP,26850.0,64957.0,Normal
1731071193.867392,1470,192.168.0.89,192.168.0.32,25,TCP,6944.0,8895.0,Port_Scan
1731071198.6047192,674,192.168.0.64,192.168.0.250,49,TCP,37596.0,43915.0,Normal
1731071203.872053,1439,192.168.0.146,192.168.0.8,61,TCP,7148.0,8666.0,DDOS
1731071208.6174014,574,192.168.0.39,192.168.0.113,81,UDP,49871.0,13676.0,Port_Scan
1731071213.8803196,746,192.168.0.94,192.168.0.23,57,ICMP,41182.0,61056.0,Port_Scan
1731071218.6345472,721,192.168.0.139,192.168.0.253,76,TCP,59024.0,34750.0,DDOS
1731071223.8868794,745,192.168.0.249,192.168.0.16,53,TCP,49966.0,40222.0,Port_Scan
1731071228.6366737,645,192.168.0.168,192.168.0.13,65,TCP,55614.0,46127.0,DDOS
1731071233.8970654,535,192.168.0.29,192.168.0.74,47,ICMP,553.0,8303.0,Port_Scan
1731071238.651178,1171,192.168.0.190,192.168.0.204,79,UDP,15634.0,42408.0,DDOS
1731071243.9033794,1388,192.168.0.105,192.168.0.221,7,ICMP,52453.0,6246.0,Port_Scan
1731071248.663993,566,192.168.0.45,192.168.0.210,76,TCP,11003.0,53231.0,DDOS
1731071253.9094117,1424,192.168.0.176,192.168.0.232,74,TCP,5111.0,10283.0,Normal
1731071258.6804318,1429,192.168.0.91,192.168.0.26,81,TCP,54557.0,64996.0,Normal
1731071263.912989,1476,192.168.0.34,192.168.0.172,97,TCP,36657.0,59925.0,DDOS
1731071268.6872888,1250,192.168.0.31,192.168.0.237,13,UDP,53225.0,57707.0,Normal
1731071273.9236124,1431,192.168.0.19,192.168.0.226,84,UDP,30453.0,42102.0,Normal
1731071278.6989598,700,192.168.0.245,192.168.0.182,53,ICMP,60505.0,37030.0,Normal
1731071283.9289846,838,192.168.0.131,192.168.0.113,83,TCP,31632.0,44895.0,Port_Scan
1731071288.7125623,808,192.168.0.134,192.168.0.214,64,ICMP,6424.0,33432.0,Port_Scan
1731071293.9425857,667,192.168.0.12,192.168.0.21,91,UDP,635.0,26695.0,Normal
1731071298.7188406,671,192.168.0.49,192.168.0.237,8,UDP,42044.0,64312.0,Port_Scan
1731071303.9530823,580,192.168.0.171,192.168.0.137,87,UDP,22833.0,31454.0,Port_Scan
1731071308.73512,1413,192.168.0.226,192.168.0.118,10,ICMP,20732.0,13874.0,Port_Scan
1731071313.961659,588,192.168.0.40,192.168.0.169,3,TCP,1271.0,7423.0,Port_Scan
1731071318.748072,1043,192.168.0.227,192.168.0.76,89,TCP,28041.0,52451.0,Normal
1731071323.97689,1075,192.168.0.206,192.168.0.111,44,ICMP,45538.0,51750.0,Normal
1731071328.7549696,726,192.168.0.155,192.168.0.222,43,TCP,12079.0,11111.0,Normal
1731071333.9912577,934,192.168.0.156,192.168.0.240,91,TCP,17969.0,14814.0,Normal
1731071338.7572064,1367,192.168.0.78,192.168.0.142,88,TCP,51046.0,23365.0,DDOS
1731071343.9993858,879,192.168.0.205,192.168.0.22,69,UDP,3943.0,27145.0,Normal
1731071348.7709143,637,192.168.0.52,192.168.0.155,57,ICMP,47277.0,20011.0,DDOS
1731071354.0086756,1240,192.168.0.11,192.168.0.220,12,UDP,19470.0,26266.0,Port_Scan
1731071358.7830164,617,192.168.0.61,192.168.0.86,20,TCP,41332.0,510.0,DDOS
1731071364.024444,984,192.168.0.125,192.168.0.97,26,UDP,60935.0,48796.0,Normal
1731071368.7904372,1329,192.168.0.195,192.168.0.78,3,UDP,50519.0,11212.0,Normal
1731071374.035391,1225,192.168.0.125,192.168.0.237,75,ICMP,38446.0,28206.0,Normal
1731071378.7983549,707,192.168.0.153,192.168.0.49,73,ICMP,13292.0,16242.0,DDOS
1731071384.049426,1026,192.168.0.136,192.168.0.142,85,ICMP,3188.0,39658.0,Normal
1731071388.802917,1186,192.168.0.157,192.168.0.15,85,ICMP,4232.0,12586.0,DDOS
1731071394.0560994,1187,192.168.0.52,192.168.0.137,12,TCP,30313.0,31109.0,Port_Scan
1731071398.806244,1290,192.168.0.146,192.168.0.43,36,ICMP,56365.0,50745.0,Port_Scan
1731071404.0636108,1223,192.168.0.137,192.168.0.171,59,TCP,50242.0,58823.0,DDOS
1731071408.821683,1201,192.168.0.207,192.168.0.144,76,TCP,12200.0,49027.0,Port_Scan
1731071414.0760584,929,192.168.0.122,192.168.0.30,62,ICMP,29384.0,4615.0,Normal
1731071418.8303354,738,192.168.0.33,192.168.0.154,89,ICMP,64862.0,58340.0,DDOS
1731071424.0828962,1010,192.168.0.137,192.168.0.10,46,ICMP,13311.0,24675.0,Port_Scan
1731071428.8406467,1121,192.168.0.71,192.168.0.162,21,ICMP,19334.0,53068.0,Normal
1731071434.0973344,797,192.168.0.129,192.168.0.30,88,TCP,49092.0,34758.0,DDOS
1731071438.8447518,588,192.168.0.190,192.168.0.158,4,UDP,43792.0,55947.0,DDOS
1731071444.1122923,888,192.168.0.125,192.168.0.164,24,UDP,37330.0,20035.0,Port_Scan
1731071448.8609345,1197,192.168.0.82,192.168.0.253,25,UDP,10566.0,42001.0,DDOS
1731071454.1170568,786,192.168.0.126,192.168.0.203,87,ICMP,48487.0,4695.0,DDOS
1731071458.876263,807,192.168.0.39,192.168.0.104,37,ICMP,33795.0,33714.0,DDOS
1731071464.1309135,1051,192.168.0.104,192.168.0.197,15,UDP,62447.0,62712.0,DDOS
1731071468.8776972,1078,192.168.0.120,192.168.0.14,9,ICMP,14997.0,28274.0,Port_Scan
1731071474.1437938,1247,192.168.0.82,192.168.0.175,5,TCP,53239.0,7014.0,Normal
1731071478.8851843,539,192.168.0.168,192.168.0.241,55,ICMP,49538.0,31476.0,Port_Scan
1731071484.1571488,1416,192.168.0.98,192.168.0.43,87,ICMP,10973.0,23021.0,Normal
1731071488.8911154,1142,192.168.0.55,192.168.0.118,33,TCP,51046.0,29878.0,DDOS
1731071494.1622157,990,192.168.0.152,192.168.0.132,89,TCP,27851.0,31185.0,Normal
1731071498.8926027,766,192.168.0.102,192.168.0.104,1,UDP,21755.0,15866.0,DDOS
1731071504.1661148,777,192.168.0.135,192.168.0.74,22,UDP,49247.0,43629.0,Port_Scan
1731071508.8940814,704,192.168.0.190,192.168.0.38,23,UDP,48402.0,33648.0,Port_Scan
1731071514.1759815,820,192.168.0.61,192.168.0.215,4,UDP,27710.0,22449.0,Normal
1731071518.9049246,1417,192.168.0.198,192.168.0.186,10,UDP,7320.0,58136.0,DDOS
1731071524.1885543,1193,192.168.0.35,192.168.0.16,62,ICMP,58121.0,29137.0,DDOS
1731071528.9136908,1182,192.168.0.113,192.168.0.130,12,ICMP,17809.0,31560.0,Normal
1731071534.1918468,956,192.168.0.214,192.168.0.211,5,TCP,36669.0,41254.0,DDOS
1731071538.9221294,1323,192.168.0.122,192.168.0.41,60,TCP,35146.0,836.0,DDOS
1731071544.2068503,1028,192.168.0.45,192.168.0.112,42,TCP,11265.0,4105.0,Normal
1731071548.9344616,1483,192.168.0.207,192.168.0.52,55,TCP,32225.0,54100.0,Port_Scan
1731071554.2164557,798,192.168.0.211,192.168.0.60,1,UDP,38548.0,39262.0,Port_Scan
1731071558.949771,568,192.168.0.75,192.168.0.86,43,UDP,1957.0,1721.0,DDOS
1731071564.2290566,769,192.168.0.231,192.168.0.238,66,UDP,52662.0,64963.0,Normal
1731071568.9581168,1247,192.168.0.227,192.168.0.59,1,UDP,14360.0,38540.0,Port_Scan
1731071574.2351975,596,192.168.0.156,192.168.0.101,9,ICMP,59768.0,9.0,DDOS
1731071578.9736924,584,192.168.0.192,192.168.0.190,16,ICMP,64734.0,16290.0,Normal
1731071584.2426836,1490,192.168.0.165,192.168.0.191,69,TCP,41271.0,21968.0,DDOS
1731071588.983054,1254,192.168.0.207,192.168.0.115,21,ICMP,62738.0,825.0,Normal
1731071594.254759,1151,192.168.0.184,192.168.0.184,28,TCP,46900.0,46338.0,Normal
1731071598.9849253,1306,192.168.0.37,192.168.0.143,62,UDP,30018.0,35670.0,DDOS
1731071604.2654245,510,192.168.0.223,192.168.0.99,82,UDP,1388.0,56407.0,DDOS
1731071608.9921951,923,192.168.0.117,192.168.0.11,18,ICMP,53252.0,23931.0,DDOS
1731071614.276278,875,192.168.0.55,192.168.0.132,73,ICMP,3769.0,62766.0,DDOS
1731071618.9995902,755,192.168.0.213,192.168.0.110,90,UDP,24161.0,32193.0,DDOS
1731071624.290706,1437,192.168.0.237,192.168.0.92,49,ICMP,59295.0,57280.0,Normal
1731071629.0072813,1480,192.168.0.130,192.168.0.174,19,ICMP,38379.0,3115.0,Port_Scan
1731071634.305095,826,192.168.0.112,192.168.0.1,24,TCP,13152.0,6675.0,DDOS
1731071639.0159638,904,192.168.0.182,192.168.0.223,37,TCP,23067.0,22001.0,Port_Scan
1731071644.3182237,578,192.168.0.197,192.168.0.220,77,TCP,27267.0,65360.0,DDOS
1731071649.0269842,1338,192.168.0.71,192.168.0.237,60,ICMP,17614.0,56590.0,Normal
1731071654.3212936,781,192.168.0.251,192.168.0.127,30,UDP,63544.0,37186.0,Normal
1731071659.042934,1444,192.168.0.195,192.168.0.113,72,UDP,32987.0,22702.0,DDOS
1731071664.3298848,953,192.168.0.100,192.168.0.162,64,ICMP,12896.0,40042.0,Port_Scan
1731071669.0476274,1239,192.168.0.121,192.168.0.144,19,ICMP,18549.0,63125.0,Port_Scan
1731071674.3327591,526,192.168.0.172,192.168.0.169,61,TCP,1980.0,50162.0,Normal
1731071679.0514357,1470,192.168.0.104,192.168.0.54,47,TCP,48613.0,47539.0,Port_Scan
1731071684.3417275,815,192.168.0.187,192.168.0.76,66,UDP,18756.0,45986.0,DDOS
1731071689.054803,768,192.168.0.118,192.168.0.217,33,TCP,18775.0,39329.0,Normal
1731071694.343665,863,192.168.0.38,192.168.0.106,35,TCP,59008.0,40196.0,Normal
1731071699.0583997,813,192.168.0.93,192.168.0.234,20,TCP,61679.0,6391.0,Normal
1731071704.3595233,771,192.168.0.85,192.168.0.63,80,TCP,43446.0,34738.0,Port_Scan
1731071709.0612824,908,192.168.0.41,192.168.0.119,57,UDP,12279.0,45099.0,Port_Scan
1731071714.3660722,1205,192.168.0.215,192.168.0.11,99,UDP,14313.0,35052.0,DDOS
1731071719.0767505,973,192.168.0.190,192.168.0.72,79,TCP,30547.0,21891.0,DDOS
1731071724.3679025,1317,192.168.0.27,192.168.0.23,42,ICMP,5698.0,52858.0,Port_Scan
1731071729.0874596,580,192.168.0.201,192.168.0.122,64,ICMP,49372.0,15387.0,Port_Scan
1731071734.3840642,1198,192.168.0.14,192.168.0.49,15,UDP,34147.0,24078.0,Normal
1731071739.092608,751,192.168.0.225,192.168.0.121,33,ICMP,51285.0,56476.0,DDOS
1731071744.3888085,953,192.168.0.134,192.168.0.5,58,ICMP,10986.0,55120.0,Port_Scan
1731071749.0995915,1199,192.168.0.138,192.168.0.184,81,UDP,52661.0,39405.0,DDOS
1731071754.3928368,858,192.168.0.6,192.168.0.18,81,TCP,48813.0,27199.0,Port_Scan
1731071759.1087575,1213,192.168.0.89,192.168.0.85,76,ICMP,49866.0,47209.0,Normal
1731071764.397137,1008,192.168.0.60,192.168.0.137,12,TCP,218.0,20058.0,Normal
1731071769.1138215,1425,192.168.0.36,192.168.0.182,15,ICMP,60003.0,58440.0,Normal
1731071774.4073503,572,192.168.0.68,192.168.0.31,24,UDP,2785.0,10737.0,DDOS
1731071779.1299117,1292,192.168.0.49,192.168.0.249,71,ICMP,58660.0,49803.0,DDOS
1731071784.4228165,1086,192.168.0.182,192.168.0.197,82,TCP,24976.0,53180.0,Port_Scan
1731071789.1347704,1451,192.168.0.164,192.168.0.241,84,ICMP,43168.0,64502.0,Port_Scan
1731071794.4352305,1337,192.168.0.123,192.168.0.42,57,ICMP,51718.0,13785.0,DDOS
1731071799.1471472,1080,192.168.0.250,192.168.0.215,19,ICMP,54557.0,40592.0,Port_Scan
1731071804.4458995,657,192.168.0.231,192.168.0.130,76,ICMP,15215.0,57884.0,Port_Scan
1731071809.1626642,1407,192.168.0.59,192.168.0.77,51,ICMP,23862.0,61958.0,Port_Scan
1731071814.4592285,1149,192.168.0.150,192.168.0.42,69,UDP,51110.0,62604.0,DDOS
1731071819.1796422,989,192.168.0.159,192.168.0.15,58,TCP,18841.0,27719.0,DDOS
1731071824.4640934,866,192.168.0.103,192.168.0.89,69,ICMP,41398.0,56292.0,DDOS
1731071829.1895869,1291,192.168.0.149,192.168.0.36,89,UDP,33365.0,24221.0,DDOS
