timestamp,ip,packet_size,request_rate,label
1730926232.9634998,192.168.0.210,1071,84,Port_Scan
1730926242.794456,192.168.0.98,697,4,Port_Scan
1730926242.967538,192.168.0.190,1155,16,Normal
1730926252.804959,192.168.0.155,823,84,Port_Scan
1730926252.9787016,192.168.0.192,1180,85,Port_Scan
1730926262.818367,192.168.0.210,1228,52,Port_Scan
1730926262.9934247,192.168.0.34,775,66,Normal
1730926272.8337069,192.168.0.237,948,7,Port_Scan
1730926273.0067503,192.168.0.52,1462,73,Normal
1730926282.8444903,192.168.0.180,1155,64,DDOS
1730926283.0186086,192.168.0.129,974,12,Normal
1730926292.85049,192.168.0.211,1432,38,DDOS
1730926293.0237956,192.168.0.48,566,13,Normal
1730926302.857134,192.168.0.216,1082,79,DDOS
1730926303.0277388,192.168.0.122,1033,3,Normal
1730926312.8623824,192.168.0.170,949,40,Normal
1730926313.0359051,192.168.0.86,790,39,Port_Scan
1730926322.8715944,192.168.0.70,1344,42,Normal
1730926323.0415277,192.168.0.62,736,68,Normal
1730926332.8806577,192.168.0.143,1356,25,DDOS
1730926333.0542355,192.168.0.209,1270,99,DDOS
1730926342.8825426,192.168.0.244,1102,48,Normal
1730926343.068543,192.168.0.220,692,26,Normal
1730926352.8890417,192.168.0.97,1343,79,DDOS
1730926353.0776863,192.168.0.152,759,78,Normal
1730926362.8976562,192.168.0.58,1116,82,Port_Scan
1730926363.0846577,192.168.0.187,1457,84,DDOS
1730926372.9137902,192.168.0.82,905,30,DDOS
1730926373.0867927,192.168.0.101,841,15,DDOS
1730926382.9266756,192.168.0.224,1036,17,DDOS
1730926383.0997167,192.168.0.250,1171,90,Port_Scan
1730926392.9307823,192.168.0.113,883,11,DDOS
1730926393.101559,192.168.0.93,1305,12,Port_Scan
1730926402.943832,192.168.0.111,1078,48,Normal
1730926403.1168804,192.168.0.25,1393,97,DDOS
1730926412.957788,192.168.0.8,967,43,Port_Scan
1730926413.1319888,192.168.0.30,1341,59,DDOS
1730926422.971355,192.168.0.158,840,15,Port_Scan
1730926423.1453571,192.168.0.139,947,16,Normal
1730926432.9766335,192.168.0.157,940,68,Normal
1730926433.1517882,192.168.0.174,906,33,DDOS
1730926442.9906712,192.168.0.167,1191,90,DDOS
1730926443.1615255,192.168.0.237,1273,20,Normal
1730926453.0024896,192.168.0.37,1166,35,Normal
1730926453.1767797,192.168.0.60,1249,65,DDOS
1730926463.0062518,192.168.0.155,1182,87,DDOS
1730926463.1782007,192.168.0.238,529,29,Normal
1730926473.0144389,192.168.0.61,697,72,Normal
1730926473.1887598,192.168.0.248,823,16,DDOS
1730926483.0202289,192.168.0.81,1305,82,Port_Scan
1730926483.1932855,192.168.0.150,1377,60,DDOS
1730926493.0323546,192.168.0.46,895,63,Normal
1730926493.2074223,192.168.0.207,1149,61,Port_Scan
1730926503.0352905,192.168.0.42,1290,39,DDOS
1730926503.211287,192.168.0.27,635,43,Normal
1730926513.040732,192.168.0.42,1481,15,Port_Scan
1730926513.2143476,192.168.0.70,713,54,Normal
1730926523.0544608,192.168.0.178,727,23,Port_Scan
1730926523.2280166,192.168.0.174,1436,68,Normal
1730926533.0706398,192.168.0.58,1043,93,DDOS
1730926533.2298987,192.168.0.15,790,7,DDOS
1730926543.0731986,192.168.0.115,663,54,DDOS
1730926543.2460914,192.168.0.238,672,75,Normal
1730926553.076619,192.168.0.103,879,17,Normal
1730926553.2497876,192.168.0.36,796,84,DDOS
1730926563.0919213,192.168.0.192,1260,58,Port_Scan
1730926563.2651744,192.168.0.136,1313,90,DDOS
1730926573.107898,192.168.0.166,694,89,Normal
1730926573.2673213,192.168.0.15,718,21,DDOS
1730926583.1209157,192.168.0.57,1014,66,Normal
1730926583.2789137,192.168.0.195,767,87,Port_Scan
1730926593.1329587,192.168.0.249,1083,69,Normal
1730926593.2921698,192.168.0.19,954,82,Normal
1730926603.1469157,192.168.0.47,829,61,Normal
1730926603.303904,192.168.0.242,758,92,Normal
1730926613.1552017,192.168.0.203,1176,4,DDOS
1730926613.310914,192.168.0.68,526,51,Port_Scan
1730926623.166427,192.168.0.49,1147,8,Port_Scan
1730926623.3246882,192.168.0.113,706,39,Port_Scan
1730926633.1750462,192.168.0.155,1286,69,Port_Scan
1730926633.3320463,192.168.0.228,1279,50,DDOS
1730926643.1863306,192.168.0.203,1006,37,DDOS
1730926643.3448763,192.168.0.102,1337,61,Normal
1730926653.1972747,192.168.0.238,812,57,DDOS
1730926653.3562772,192.168.0.218,1467,40,DDOS
1730926663.2082968,192.168.0.45,1224,34,Normal
1730926663.3645902,192.168.0.128,750,93,DDOS
1730926673.2161908,192.168.0.238,1164,84,Port_Scan
1730926673.3739123,192.168.0.6,639,7,Normal
1730926683.2322006,192.168.0.18,503,46,DDOS
1730926683.3882005,192.168.0.53,571,79,Normal
1730926693.2438009,192.168.0.48,660,54,Port_Scan
1730926693.3992553,192.168.0.169,1236,10,Normal
1730926703.2582643,192.168.0.163,583,7,Port_Scan
1730926703.4152656,192.168.0.203,871,10,DDOS
1730926713.268346,192.168.0.32,811,84,Normal
1730926713.428365,192.168.0.226,543,63,Port_Scan
1730926723.274397,192.168.0.119,1347,88,Port_Scan
1730926723.430259,192.168.0.174,1108,83,DDOS
1730926733.2819598,192.168.0.157,758,72,Normal
1730926733.4399145,192.168.0.44,1139,93,DDOS
1730926743.2985878,192.168.0.202,1103,53,Normal
1730926743.44259,192.168.0.254,1023,54,DDOS
1730926753.3035145,192.168.0.102,1353,4,Port_Scan
1730926753.4451237,192.168.0.65,799,78,Port_Scan
1730926763.306495,192.168.0.150,1080,91,Port_Scan
1730926763.4486425,192.168.0.189,1049,89,Port_Scan
1730926773.3124266,192.168.0.144,997,73,Normal
1730926773.4543314,192.168.0.211,595,22,DDOS
1730926783.3139272,192.168.0.138,1386,17,Port_Scan
1730926783.4696937,192.168.0.90,543,12,Port_Scan
1730926793.3233635,192.168.0.209,1464,11,Port_Scan
1730926793.48036,192.168.0.198,1261,24,Port_Scan
1730926803.3407297,192.168.0.118,1057,85,Normal
1730926803.4837604,192.168.0.132,729,38,Port_Scan
1730926813.348424,192.168.0.75,629,96,Port_Scan
1730926813.4890366,192.168.0.66,523,5,DDOS
1730926823.357876,192.168.0.162,573,95,DDOS
1730926823.4986064,192.168.0.35,999,33,Normal
1730926833.3645768,192.168.0.75,851,77,DDOS
1730926833.5086603,192.168.0.189,1255,72,Port_Scan
1730926843.374661,192.168.0.75,1023,50,DDOS
1730926843.5167136,192.168.0.242,696,58,Port_Scan
1730926853.3846192,192.168.0.64,849,67,Port_Scan
1730926853.5254638,192.168.0.188,735,94,Normal
1730926863.394624,192.168.0.187,684,54,Port_Scan
1730926863.536847,192.168.0.243,533,60,Port_Scan
1730926873.3979495,192.168.0.197,882,75,Port_Scan
1730926873.5420537,192.168.0.109,1097,18,Normal
1730926883.400669,192.168.0.37,1313,38,DDOS
1730926883.5445144,192.168.0.243,786,99,DDOS
1730926893.4081109,192.168.0.171,814,22,Normal
1730926893.5497,192.168.0.119,1188,70,DDOS
1730926903.4151204,192.168.0.249,696,89,Port_Scan
1730926903.555531,192.168.0.181,931,10,Port_Scan
1730926913.420391,192.168.0.83,1228,53,Normal
1730926913.560989,192.168.0.213,509,77,DDOS
1730926923.4334247,192.168.0.207,787,62,Normal
1730926923.5759628,192.168.0.30,535,99,Normal
1730926933.4382143,192.168.0.212,754,74,DDOS
1730926933.5812125,192.168.0.139,1345,77,Normal
1730926943.4527543,192.168.0.247,1332,35,Port_Scan
1730926943.5948532,192.168.0.113,709,7,Normal
1730926953.4565623,192.168.0.200,702,85,Normal
1730926953.5984356,192.168.0.117,1293,20,Normal
1730926963.466638,192.168.0.201,1007,33,DDOS
1730926963.6093543,192.168.0.138,992,76,Normal
1730926973.4803522,192.168.0.143,718,97,DDOS
1730926973.6234705,192.168.0.126,558,56,DDOS
1730926983.4882836,192.168.0.80,1273,10,Port_Scan
1730926983.6314297,192.168.0.249,842,86,DDOS
1730926993.4932733,192.168.0.37,1175,22,Port_Scan
1730926993.635385,192.168.0.74,694,3,Normal
1730927003.500399,192.168.0.52,849,52,Normal
1730927003.642513,192.168.0.26,1181,17,DDOS
1730927013.515324,192.168.0.238,792,13,Port_Scan
1730927013.659488,192.168.0.129,1377,70,DDOS
1730927023.517253,192.168.0.99,1100,84,DDOS
1730927023.6737187,192.168.0.21,1186,70,Normal
1730927033.5196185,192.168.0.35,961,11,Port_Scan
1730927033.6766028,192.168.0.139,789,77,Normal
1730927043.5280685,192.168.0.17,1365,9,Normal
1730927043.6838346,192.168.0.101,1251,69,Normal
1730927053.5335817,192.168.0.164,1466,89,DDOS
1730927053.6915834,192.168.0.226,709,59,DDOS
1730927063.5437198,192.168.0.129,846,42,Normal
1730927063.7024722,192.168.0.226,1096,79,DDOS
1730927073.5583317,192.168.0.8,1115,2,Normal
1730927073.7143526,192.168.0.163,1222,76,Normal
1730927083.5754678,192.168.0.94,1300,79,DDOS
1730927083.717424,192.168.0.153,631,6,Port_Scan
1730927093.5916214,192.168.0.148,650,14,Port_Scan
1730927093.733619,192.168.0.9,1246,84,DDOS
1730927103.6004856,192.168.0.146,1322,24,Normal
1730927103.74148,192.168.0.78,684,99,Normal
1730927113.6164505,192.168.0.15,617,69,DDOS
1730927113.7434988,192.168.0.170,796,44,DDOS
1730927123.6178868,192.168.0.5,1252,14,DDOS
1730927123.7595282,192.168.0.127,856,99,Normal
1730927133.6367533,192.168.0.197,664,21,Port_Scan
1730927133.763952,192.168.0.237,1146,6,DDOS
1730927143.6422274,192.168.0.123,1248,99,Port_Scan
1730927143.7688432,192.168.0.236,1123,22,DDOS
1730927153.6466856,192.168.0.72,1304,85,Port_Scan
1730927153.772689,192.168.0.206,746,54,DDOS
1730927163.6558418,192.168.0.249,1283,96,Normal
1730927163.7816117,192.168.0.63,1367,73,Normal
1730927173.6648622,192.168.0.100,1474,54,DDOS
1730927173.791862,192.168.0.13,940,82,Port_Scan
1730927183.673755,192.168.0.108,1276,18,Port_Scan
1730927183.796731,192.168.0.137,604,30,DDOS
1730927193.6756556,192.168.0.105,1400,40,Port_Scan
1730927193.8026557,192.168.0.225,1205,32,Port_Scan
1730927203.681841,192.168.0.43,1273,33,Normal
1730927203.8098414,192.168.0.36,1395,50,Port_Scan
1730927213.69493,192.168.0.211,823,59,Port_Scan
1730927213.819929,192.168.0.5,1201,60,Port_Scan
1730927223.7028916,192.168.0.71,1386,59,DDOS
1730927223.8308933,192.168.0.90,1366,22,Normal
1730927233.7107177,192.168.0.140,1349,18,DDOS
1730927233.8348875,192.168.0.51,892,61,DDOS
1730927243.7270696,192.168.0.32,900,16,Normal
1730927243.851702,192.168.0.199,1476,10,DDOS
1730927253.7359166,192.168.0.148,1156,92,Port_Scan
1730927253.8615518,192.168.0.64,1422,27,DDOS
1730927263.7520485,192.168.0.155,1361,67,Port_Scan
1730927263.8767107,192.168.0.72,1198,73,Port_Scan
1730927273.7649097,192.168.0.227,560,7,Port_Scan
1730927273.8906524,192.168.0.237,636,79,Normal
1730927283.7805452,192.168.0.238,1144,49,Normal
1730927283.906375,192.168.0.203,1212,44,DDOS
1730927293.7885556,192.168.0.3,1060,94,Port_Scan
1730927293.9149988,192.168.0.212,1395,27,Port_Scan
1730927303.7927012,192.168.0.217,566,96,DDOS
1730927303.9173806,192.168.0.7,1251,79,DDOS
1730927313.802879,192.168.0.100,1287,89,DDOS
1730927313.9288702,192.168.0.116,890,1,DDOS
1730927323.805962,192.168.0.70,1387,60,Port_Scan
1730927323.945482,192.168.0.209,995,69,Normal
1730927333.818421,192.168.0.59,1350,60,DDOS
1730927333.959813,192.168.0.250,727,13,Port_Scan
1730927343.8217375,192.168.0.90,778,53,Normal
1730927343.9617352,192.168.0.88,621,33,DDOS
1730927353.8279493,192.168.0.180,926,71,Normal
1730927353.9665818,192.168.0.51,1481,58,Normal
1730927363.836355,192.168.0.64,1380,24,Normal
1730927363.976965,192.168.0.204,1382,27,DDOS
1730927373.8499196,192.168.0.149,512,45,DDOS
1730927373.9900186,192.168.0.136,1481,70,DDOS
1730927383.856761,192.168.0.162,779,68,Port_Scan
1730927383.9997592,192.168.0.92,1306,2,DDOS
1730927393.865705,192.168.0.88,1453,7,Port_Scan
1730927394.0097017,192.168.0.107,1476,75,DDOS
1730927403.8805788,192.168.0.78,1178,6,Port_Scan
1730927404.022587,192.168.0.5,675,83,DDOS
1730927413.8848028,192.168.0.71,994,46,Normal
1730927414.0278058,192.168.0.238,1054,85,DDOS
1730927423.8963375,192.168.0.36,706,2,DDOS
1730927424.0379124,192.168.0.99,710,91,Port_Scan
1730927433.91148,192.168.0.201,1401,21,Normal
1730927434.0524385,192.168.0.230,817,23,Port_Scan
1730927443.921278,192.168.0.87,1079,80,Port_Scan
1730927444.0602798,192.168.0.107,1434,9,Normal
1730927453.9357946,192.168.0.208,1271,30,DDOS
1730927454.0770912,192.168.0.200,1115,98,Normal
1730927463.9422438,192.168.0.198,1035,73,Port_Scan
1730927464.0832393,192.168.0.65,1081,25,DDOS
1730927473.9584384,192.168.0.73,670,21,Normal
1730927474.085433,192.168.0.236,571,70,DDOS
1730927483.9645457,192.168.0.28,978,63,Normal
1730927484.0890732,192.168.0.145,1436,38,Port_Scan
1730927493.9775295,192.168.0.213,1299,71,Port_Scan
1730927494.1035662,192.168.0.212,1022,25,Normal
1730927503.9879518,192.168.0.206,529,10,Normal
1730927504.112122,192.168.0.195,1038,75,Normal
1730927513.9923873,192.168.0.45,1266,3,DDOS
1730927514.1183507,192.168.0.243,908,43,DDOS
1730927524.0025523,192.168.0.144,871,35,DDOS
1730927524.1278534,192.168.0.103,731,72,Normal
1730927534.0121782,192.168.0.24,1431,64,Normal
1730927534.1401763,192.168.0.220,1264,95,DDOS
1730927544.033428,192.168.0.212,960,30,Normal
1730927544.1584346,192.168.0.136,879,54,DDOS
1730927554.0367649,192.168.0.230,623,48,DDOS
1730927554.161799,192.168.0.174,1072,9,Normal
1730927564.0466752,192.168.0.162,594,17,Port_Scan
1730927564.1736755,192.168.0.219,744,42,Port_Scan
1730927574.0548205,192.168.0.78,975,44,Normal
1730927574.1803794,192.168.0.30,1250,21,Normal
1730927584.058363,192.168.0.170,835,40,DDOS
1730927584.1853476,192.168.0.90,920,11,Normal
1730927594.0659566,192.168.0.141,1114,38,DDOS
1730927594.1939824,192.168.0.111,1421,55,DDOS
1730927604.0680869,192.168.0.26,950,1,Normal
1730927604.2100883,192.168.0.97,1089,60,Port_Scan
1730927614.0772877,192.168.0.211,802,42,DDOS
1730927614.2332873,192.168.0.55,769,98,Port_Scan
1730927624.0916176,192.168.0.252,1422,90,Normal
1730927624.2507381,192.168.0.22,1224,10,DDOS
1730927634.0995007,192.168.0.82,1202,97,Normal
1730927634.258501,192.168.0.217,1137,10,Port_Scan
1730927644.1085105,192.168.0.246,663,70,Port_Scan
1730927644.2665112,192.168.0.74,1247,79,Normal
1730927654.1255465,192.168.0.71,547,61,Normal
1730927654.2679074,192.168.0.202,1170,42,Normal
1730927664.1377823,192.168.0.22,802,23,Normal
1730927664.2797773,192.168.0.94,939,46,Port_Scan
1730927674.1525085,192.168.0.100,656,11,Normal
1730927674.2965088,192.168.0.181,1285,41,Normal
1730927684.1580508,192.168.0.111,1129,49,Normal
1730927684.2989302,192.168.0.27,1231,68,Normal
1730927694.1629534,192.168.0.147,609,96,Normal
1730927694.306578,192.168.0.91,985,35,DDOS
1730927704.1796484,192.168.0.16,768,64,DDOS
1730927704.3226454,192.168.0.207,584,91,Port_Scan
1730927714.1921186,192.168.0.176,869,38,Normal
1730927714.3339403,192.168.0.183,602,45,DDOS
1730927724.196103,192.168.0.107,1213,66,Normal
1730927724.3389246,192.168.0.96,1270,33,Normal
1730927734.2107954,192.168.0.145,1336,91,DDOS
1730927734.3516848,192.168.0.234,816,29,Port_Scan
1730927744.2252958,192.168.0.155,1360,43,Normal
1730927744.363298,192.168.0.101,1290,74,Port_Scan
1730927754.2388167,192.168.0.180,1340,45,Normal
1730927754.38009,192.168.0.133,994,58,Normal
1730927764.2481384,192.168.0.225,889,56,Normal
1730927764.3889437,192.168.0.229,836,63,Port_Scan
1730927774.2531455,192.168.0.176,1486,34,Normal
1730927774.3972316,192.168.0.164,513,70,Port_Scan
1730927784.2566953,192.168.0.4,1066,78,Normal
1730927784.413107,192.168.0.119,635,96,DDOS
1731070437.8128219,192.168.0.146,1066,55,Normal
1731070447.835085,192.168.0.51,1367,87,Port_Scan
1731070453.0965388,192.168.0.140,684,8,Normal
1731070457.8449137,192.168.0.231,1411,10,Normal
1731070463.111938,192.168.0.33,812,15,Port_Scan
1731070467.849054,192.168.0.71,1221,94,DDOS
1731070473.118745,192.168.0.40,675,30,DDOS
1731070477.8518412,192.168.0.186,1486,33,Normal
1731070483.1276078,192.168.0.24,986,31,Normal
1731070487.8616517,192.168.0.110,1483,36,Port_Scan
1731070493.1406498,192.168.0.26,1006,39,Normal
1731070497.86798,192.168.0.28,845,13,Port_Scan
1731070503.1432173,192.168.0.45,563,21,DDOS
1731070507.884345,192.168.0.46,1334,66,Normal
1731070513.1565645,192.168.0.229,1343,28,Normal
1731070517.8995147,192.168.0.90,502,41,Normal
1731070523.1678286,192.168.0.146,1116,66,Port_Scan
1731070527.914976,192.168.0.166,1155,61,Normal
1731070533.1796827,192.168.0.5,1038,85,Port_Scan
1731070537.9248672,192.168.0.52,943,53,DDOS
1731070543.1937468,192.168.0.224,1403,97,DDOS
1731070547.935669,192.168.0.203,1274,69,DDOS
1731070553.2100484,192.168.0.234,1266,72,Normal
1731070557.9415507,192.168.0.114,1098,86,Normal
1731070563.2244253,192.168.0.201,1349,12,DDOS
1731070567.9476442,192.168.0.119,1154,69,Normal
1731070573.2382803,192.168.0.22,1001,43,Port_Scan
1731070577.9588141,192.168.0.21,636,52,DDOS
1731070583.2538168,192.168.0.170,687,46,Port_Scan
1731070587.9695742,192.168.0.239,963,2,DDOS
1731070593.2646074,192.168.0.213,664,18,Port_Scan
1731070597.9717994,192.168.0.73,507,64,Normal
1731070603.2808182,192.168.0.248,1106,13,Normal
1731070607.983517,192.168.0.98,1006,12,Normal
1731070613.28748,192.168.0.87,795,72,Normal
1731070617.992057,192.168.0.182,977,53,Port_Scan
1731070623.2895896,192.168.0.144,725,91,Normal
1731070628.0048528,192.168.0.148,861,45,DDOS
1731070633.2925596,192.168.0.238,1334,97,Normal
1731070638.022427,192.168.0.126,1131,73,DDOS
1731070643.3025658,192.168.0.79,1473,52,Port_Scan
1731070648.033444,192.168.0.27,1313,91,DDOS
1731070653.313459,192.168.0.111,569,58,Port_Scan
1731070658.0427494,192.168.0.30,1181,36,DDOS
1731070663.3195097,192.168.0.88,1393,14,Normal
1731070668.0547593,192.168.0.96,727,8,DDOS
1731070673.3267581,192.168.0.125,1326,19,DDOS
1731070678.060698,192.168.0.166,916,53,Port_Scan
1731070683.3446617,192.168.0.49,726,54,Port_Scan
1731070688.0728924,192.168.0.123,948,99,Normal
1731070693.353565,192.168.0.137,1393,69,DDOS
1731070698.078809,192.168.0.72,973,85,DDOS
1731070703.3579588,192.168.0.161,552,5,Normal
1731070708.0906157,192.168.0.225,1239,51,DDOS
1731070713.3696368,192.168.0.45,625,72,Normal
1731070718.105639,192.168.0.20,771,59,Port_Scan
1731070723.376819,192.168.0.194,1261,23,Port_Scan
1731070728.1178045,192.168.0.232,942,32,Port_Scan
1731070733.3898585,192.168.0.231,546,75,Port_Scan
1731070738.1226282,192.168.0.177,750,2,Port_Scan
1731070743.403012,192.168.0.155,814,87,Port_Scan
1731070748.1363857,192.168.0.247,1365,95,Normal
1731070753.408438,192.168.0.154,1094,35,Normal
1731070758.1467493,192.168.0.29,1129,24,Port_Scan
1731070763.4218974,192.168.0.50,583,89,Normal
1731070768.154699,192.168.0.226,707,3,DDOS
1731070773.4286509,192.168.0.193,807,12,DDOS
1731070778.16569,192.168.0.2,1226,35,Port_Scan
1731070783.436344,192.168.0.233,544,62,Port_Scan
1731070788.1696367,192.168.0.159,1080,29,Port_Scan
1731070793.4416285,192.168.0.241,1219,31,Normal
1731070798.1733682,192.168.0.52,870,70,DDOS
1731070803.4565012,192.168.0.223,1005,93,Port_Scan
1731070808.1894026,192.168.0.196,637,95,Port_Scan
1731070813.472402,192.168.0.84,622,45,DDOS
1731070818.1918378,192.168.0.90,1022,94,Normal
1731070823.4874227,192.168.0.241,1274,16,Normal
1731070828.1948407,192.168.0.218,1297,81,Normal
1731070833.4989815,192.168.0.192,1470,94,Port_Scan
1731070838.2006216,192.168.0.178,1330,40,DDOS
1731070843.515427,192.168.0.240,1481,53,DDOS
1731070848.211577,192.168.0.57,803,26,DDOS
1731070853.5201063,192.168.0.151,508,45,DDOS
1731070858.225344,192.168.0.114,778,61,Port_Scan
1731070863.5253856,192.168.0.224,1248,37,Normal
1731070868.2393677,192.168.0.217,891,41,Normal
1731070873.5303435,192.168.0.151,713,37,Normal
1731070878.2456827,192.168.0.124,1430,90,Normal
1731070883.5455716,192.168.0.44,580,3,DDOS
1731070888.2575693,192.168.0.28,698,43,DDOS
1731070893.5524776,192.168.0.133,513,39,Port_Scan
1731070898.2815733,192.168.0.94,1034,4,DDOS
1731070903.5684812,192.168.0.30,814,44,Port_Scan
1731070908.2874227,192.168.0.135,1216,7,Normal
1731070913.5856302,192.168.0.167,1326,20,Port_Scan
1731070918.3014715,192.168.0.89,1085,10,Port_Scan
1731070923.5873287,192.168.0.148,1145,78,DDOS
1731070928.3115664,192.168.0.126,854,3,Port_Scan
1731070933.6029139,192.168.0.213,1225,17,Port_Scan
1731070938.3222554,192.168.0.238,1445,59,Port_Scan
1731070943.6152377,192.168.0.71,715,52,DDOS
1731070948.3294616,192.168.0.157,1265,82,Port_Scan
1731070953.6192422,192.168.0.198,647,96,DDOS
1731070958.334518,192.168.0.171,936,64,DDOS
1731070963.6293845,192.168.0.206,1235,52,Normal
1731070968.3418138,192.168.0.30,1185,15,Port_Scan
1731070973.6322641,192.168.0.245,612,92,Port_Scan
1731070978.3644278,192.168.0.188,717,25,DDOS
1731070983.6422853,192.168.0.19,962,10,Normal
1731070988.374819,192.168.0.216,1076,12,Port_Scan
1731070993.6462514,192.168.0.134,1010,98,Normal
1731070998.3835273,192.168.0.126,623,66,DDOS
1731071003.6535056,192.168.0.126,1106,58,Normal
1731071008.3939643,192.168.0.29,1210,52,DDOS
1731071013.664481,192.168.0.206,696,81,Normal
1731071018.4065087,192.168.0.16,786,62,DDOS
1731071023.671082,192.168.0.168,1192,22,Normal
1731071028.4193509,192.168.0.185,1163,5,Normal
1731071033.6732016,192.168.0.161,625,37,Normal
1731071038.4271853,192.168.0.191,854,44,DDOS
1731071043.6895702,192.168.0.28,1382,26,DDOS
1731071048.4382434,192.168.0.124,556,62,DDOS
1731071053.7054474,192.168.0.101,859,94,Port_Scan
1731071058.4451404,192.168.0.92,1017,69,Port_Scan
1731071063.7112045,192.168.0.135,515,60,Normal
1731071068.461589,192.168.0.90,1208,63,Normal
1731071073.721327,192.168.0.160,1377,20,DDOS
1731071078.4713564,192.168.0.233,724,4,Port_Scan
1731071083.7348716,192.168.0.7,838,78,Normal
1731071088.4876332,192.168.0.74,1363,58,Port_Scan
1731071093.7455227,192.168.0.81,671,92,Normal
1731071098.5024242,192.168.0.205,1138,2,DDOS
1731071103.762133,192.168.0.31,1418,9,Port_Scan
1731071108.5171258,192.168.0.34,796,7,Normal
1731071113.7781126,192.168.0.206,833,21,DDOS
1731071118.5336878,192.168.0.252,547,11,Port_Scan
1731071123.7822723,192.168.0.108,870,44,Port_Scan
1731071128.5374124,192.168.0.208,1106,71,Normal
1731071133.791326,192.168.0.184,1110,19,DDOS
1731071138.5400827,192.168.0.219,685,70,DDOS
1731071143.8075085,192.168.0.50,707,1,Port_Scan
1731071148.5472188,192.168.0.125,777,54,Normal
1731071153.8210917,192.168.0.127,948,71,DDOS
1731071158.56086,192.168.0.179,1026,77,Normal
1731071163.8366177,192.168.0.91,995,44,Normal
1731071168.5774927,192.168.0.71,952,65,DDOS
1731071173.8523085,192.168.0.66,1291,24,Normal
1731071178.5904,192.168.0.130,1054,11,DDOS
1731071183.8631883,192.168.0.193,545,25,Port_Scan
1731071188.5950613,192.168.0.105,534,45,Normal
1731071193.867392,192.168.0.89,1470,25,Port_Scan
1731071198.6047192,192.168.0.64,674,49,Normal
1731071203.8720527,192.168.0.146,1439,61,DDOS
1731071208.6174014,192.168.0.39,574,81,Port_Scan
1731071213.8803196,192.168.0.94,746,57,Port_Scan
1731071218.6345472,192.168.0.139,721,76,DDOS
1731071223.8868794,192.168.0.249,745,53,Port_Scan
1731071228.6366737,192.168.0.168,645,65,DDOS
1731071233.8970654,192.168.0.29,535,47,Port_Scan
1731071238.651178,192.168.0.190,1171,79,DDOS
1731071243.9033794,192.168.0.105,1388,7,Port_Scan
1731071248.663993,192.168.0.45,566,76,DDOS
1731071253.9094117,192.168.0.176,1424,74,Normal
1731071258.6804318,192.168.0.91,1429,81,Normal
1731071263.912989,192.168.0.34,1476,97,DDOS
1731071268.6872888,192.168.0.31,1250,13,Normal
1731071273.9236124,192.168.0.19,1431,84,Normal
1731071278.6989598,192.168.0.245,700,53,Normal
1731071283.9289846,192.168.0.131,838,83,Port_Scan
1731071288.7125623,192.168.0.134,808,64,Port_Scan
1731071293.9425857,192.168.0.12,667,91,Normal
1731071298.7188406,192.168.0.49,671,8,Port_Scan
1731071303.9530823,192.168.0.171,580,87,Port_Scan
1731071308.73512,192.168.0.226,1413,10,Port_Scan
1731071313.961659,192.168.0.40,588,3,Port_Scan
1731071318.7480721,192.168.0.227,1043,89,Normal
1731071323.97689,192.168.0.206,1075,44,Normal
1731071328.7549696,192.168.0.155,726,43,Normal
1731071333.9912577,192.168.0.156,934,91,Normal
1731071338.7572064,192.168.0.78,1367,88,DDOS
1731071343.9993858,192.168.0.205,879,69,Normal
1731071348.7709143,192.168.0.52,637,57,DDOS
1731071354.0086756,192.168.0.11,1240,12,Port_Scan
1731071358.7830164,192.168.0.61,617,20,DDOS
1731071364.0244439,192.168.0.125,984,26,Normal
1731071368.7904372,192.168.0.195,1329,3,Normal
1731071374.035391,192.168.0.125,1225,75,Normal
1731071378.7983549,192.168.0.153,707,73,DDOS
1731071384.049426,192.168.0.136,1026,85,Normal
1731071388.802917,192.168.0.157,1186,85,DDOS
1731071394.0560994,192.168.0.52,1187,12,Port_Scan
1731071398.8062441,192.168.0.146,1290,36,Port_Scan
1731071404.0636108,192.168.0.137,1223,59,DDOS
1731071408.821683,192.168.0.207,1201,76,Port_Scan
1731071414.0760584,192.168.0.122,929,62,Normal
1731071418.8303354,192.168.0.33,738,89,DDOS
1731071424.0828962,192.168.0.137,1010,46,Port_Scan
1731071428.8406467,192.168.0.71,1121,21,Normal
1731071434.0973344,192.168.0.129,797,88,DDOS
1731071438.8447518,192.168.0.190,588,4,DDOS
1731071444.1122923,192.168.0.125,888,24,Port_Scan
1731071448.8609343,192.168.0.82,1197,25,DDOS
1731071454.1170568,192.168.0.126,786,87,DDOS
1731071458.8762627,192.168.0.39,807,37,DDOS
1731071464.1309137,192.168.0.104,1051,15,DDOS
1731071468.8776972,192.168.0.120,1078,9,Port_Scan
1731071474.1437938,192.168.0.82,1247,5,Normal
1731071478.8851843,192.168.0.168,539,55,Port_Scan
1731071484.1571488,192.168.0.98,1416,87,Normal
1731071488.8911154,192.168.0.55,1142,33,DDOS
1731071494.1622157,192.168.0.152,990,89,Normal
1731071498.8926027,192.168.0.102,766,1,DDOS
1731071504.1661148,192.168.0.135,777,22,Port_Scan
1731071508.8940814,192.168.0.190,704,23,Port_Scan
1731071514.1759815,192.168.0.61,820,4,Normal
1731071518.9049246,192.168.0.198,1417,10,DDOS
